mal_id,title,start_year,source,main_genre,episodes,members,started,audience_quartile,conversion_to_start,completion_rate,favorites_rate,ep3_retention,score_combined,segment,title_type
58985,0-saiji Start Dash Monogatari,2024,Manga,Adventure,12,12263,6660,Q1 малые,0.5426,0.2262,0.002,0.6425,0.1035,Остальные,Дебют
60425,0-saiji Start Dash Monogatari Season 2,2025,Manga,Adventure,12,4376,2257,Q1 малые,0.5142,0.3249,0.0023,0.7967,0.1493,Остальные,Продолжение
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,2020,Manga,Action,12,324016,267488,Q4 крупные,0.8254,0.6478,0.0022,0.9,0.6379,Надёжный просмотр,Дебют
44881,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,2021,Manga,Action,12,182088,145395,Q3,0.7984,0.655,0.0035,0.9283,0.6991,Надёжный просмотр,Продолжение
54041,16bit Sensation: Another Layer,2023,Web manga,Comedy,13,60069,41695,Q2,0.694,0.4861,0.004,0.8535,0.5489,Остальные,Дебют
48858,180-byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,2021,Original,Slice of Life,12,39286,22020,Q2,0.5605,0.3465,0.0053,0.8058,0.3582,Остальные,Дебют
40679,2.43: Seiin Koukou Danshi Volley-bu,2021,Novel,Drama,12,118242,86221,Q3,0.7292,0.4136,0.0031,0.8333,0.4687,Остальные,Дебют
53802,2.5-jigen no Ririsa,2024,Manga,Comedy,24,145340,93555,Q3,0.6434,0.3127,0.0064,0.8022,0.4563,Нишевые любимчики,Дебют
40148,22/7,2020,Other,Drama,12,50257,30390,Q2,0.6047,0.4113,0.0044,0.8097,0.4133,Остальные,Дебют
55973,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,2024,Manga,Boys Love,12,84711,64122,Q3,0.7568,0.5761,0.0098,0.8717,0.8129,Флагманы,Дебют
51464,4-nin wa Sorezore Uso wo Tsuku,2022,Manga,Comedy,11,41604,27087,Q2,0.651,0.4419,0.0033,0.8171,0.4257,Остальные,Дебют
39783,5-toubun no Hanayome ∬,2021,Manga,Comedy,12,785038,664993,Q4 крупные,0.847,0.7525,0.0149,0.9589,0.9609,Флагманы,Продолжение
41457,86,2021,Light novel,Action,11,915727,688890,Q4 крупные,0.7522,0.6194,0.0275,0.9223,0.8698,Флагманы,Дебют
48569,86 Part 2,2021,Light novel,Action,12,602266,489573,Q4 крупные,0.8127,0.6847,0.0293,0.9471,0.9391,Флагманы,Продолжение
58957,9: Ruler's Crown,2025,Visual novel,Mystery,13,10529,4306,Q1 малые,0.4074,0.0657,0.0033,0.5573,0.1093,Остальные,Дебют
59730,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",2025,Light novel,Action,24,95739,77493,Q3,0.8094,0.3687,0.0029,0.8664,0.4829,Остальные,Дебют
40272,A3! Season Autumn & Winter,2020,Game,Drama,12,24642,13193,Q1 малые,0.5354,0.4215,0.007,0.8856,0.4529,Нишевые любимчики,Дебют
39184,A3! Season Spring & Summer,2020,Game,Drama,12,38285,22674,Q2,0.5922,0.3856,0.0074,0.811,0.4759,Нишевые любимчики,Дебют
44040,Abciee Shuugyou Nikki,2021,Other,Comedy,12,3376,2764,Q1 малые,0.8185,0.5363,0.0015,0.8077,0.5546,Надёжный просмотр,Дебют
53723,Acro Trip,2024,Manga,Comedy,12,22992,14157,Q1 малые,0.6155,0.3736,0.0031,0.8176,0.3124,Остальные,Дебют
39790,Adachi to Shimamura,2020,Light novel,Girls Love,12,206185,128827,Q3,0.6248,0.4478,0.008,0.8595,0.5734,Нишевые любимчики,Дебют
49520,Aharen-san wa Hakarenai,2022,Manga,Comedy,12,380348,287347,Q4 крупные,0.7554,0.4948,0.0062,0.8628,0.7069,Флагманы,Дебют
59466,Aharen-san wa Hakarenai Season 2,2025,Manga,Comedy,12,78753,46504,Q2,0.5902,0.3893,0.0036,0.8482,0.3291,Остальные,Продолжение
53787,AI no Idenshi,2023,Manga,Drama,12,49181,30967,Q2,0.6295,0.3367,0.0024,0.7582,0.2561,Остальные,Дебют
42653,Aikatsu Planet!,2021,Game,Slice of Life,24,4580,2981,Q1 малые,0.6507,0.3187,0.0061,0.713,0.4617,Нишевые любимчики,Продолжение
48553,Akebi-chan no Sailor-fuku,2022,Web manga,Slice of Life,12,207047,131243,Q3,0.6339,0.4095,0.0058,0.8381,0.5068,Нишевые любимчики,Дебют
52193,Akiba Meido Sensou,2022,Original,Action,12,184631,124346,Q3,0.6734,0.4556,0.0066,0.8451,0.6182,Нишевые любимчики,Дебют
41433,Akudama Drive,2020,Original,Action,12,475107,329635,Q4 крупные,0.6937,0.5513,0.0084,0.9082,0.7309,Флагманы,Дебют
54837,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,2024,Light novel,Fantasy,12,192376,159618,Q3,0.8296,0.6935,0.0048,0.9356,0.8032,Надёжный просмотр,Дебют
49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,2022,Light novel,Comedy,12,207649,170650,Q4 крупные,0.8215,0.6211,0.0055,0.905,0.8053,Надёжный просмотр,Дебют
57719,Akuyaku Reijou Tensei Ojisan,2025,Manga,Comedy,12,89590,68809,Q3,0.7672,0.5307,0.0033,0.8726,0.5995,Надёжный просмотр,Дебют
50871,Alice Gear Aegis Expansion,2023,Game,Action,12,11595,6538,Q1 малые,0.5638,0.2585,0.0011,0.6491,0.1072,Остальные,Дебют
55071,Amagami-san Chi no Enmusubi,2024,Manga,Comedy,24,98416,65792,Q3,0.6678,0.3714,0.0058,0.8176,0.5174,Нишевые любимчики,Дебют
59619,Ame to Kimi to,2025,Manga,Slice of Life,12,44865,24366,Q2,0.5417,0.1942,0.004,0.712,0.2086,Остальные,Дебют
58600,Ameku Takao no Suiri Karte,2025,Novel,Mystery,12,90509,61808,Q3,0.6829,0.3854,0.0031,0.8071,0.4042,Остальные,Дебют
42238,Ani ni Tsukeru Kusuri wa Nai! 4,2020,Web manga,Comedy,12,32285,22517,Q2,0.6973,0.626,0.0012,0.9507,0.5023,Надёжный просмотр,Продолжение
42514,Anime Kapibara-san,2020,Other,Comedy,24,4660,3768,Q1 малые,0.8086,0.5324,0.0099,0.8813,0.8232,Флагманы,Дебют
60334,Anne Shirley,2025,Novel,Drama,24,46805,27311,Q2,0.5838,0.1189,0.005,0.7511,0.2743,Остальные,Дебют
49052,Ao Ashi,2022,Manga,Sports,24,245245,191990,Q4 крупные,0.7828,0.5989,0.0138,0.9241,0.8653,Флагманы,Дебют
53889,Ao no Exorcist: Shimane Illuminati-hen,2024,Manga,Action,12,173959,106691,Q3,0.6132,0.4246,0.0036,0.8322,0.3812,Остальные,Продолжение
59226,Ao no Exorcist: Yosuga-hen,2025,Manga,Action,12,74215,44633,Q2,0.6011,0.4774,0.0032,0.8979,0.3875,Остальные,Продолжение
58516,Ao no Exorcist: Yuki no Hate-hen,2024,Manga,Action,12,94993,53285,Q2,0.5609,0.4414,0.0024,0.8772,0.2764,Остальные,Продолжение
57181,Ao no Hako,2024,Manga,Romance,25,284846,204582,Q4 крупные,0.7177,0.432,0.0133,0.8634,0.6994,Нишевые любимчики,Дебют
56647,Ao no Miburo,2024,Manga,Action,24,31496,15135,Q1 малые,0.4805,0.1818,0.0041,0.6743,0.1807,Остальные,Дебют
51614,Ao no Orchestra,2023,Web manga,Drama,24,67169,36556,Q2,0.5439,0.2756,0.0043,0.8212,0.2534,Остальные,Дебют
59675,Apocalypse Hotel,2025,Original,Comedy,12,55569,32895,Q2,0.5907,0.3684,0.0061,0.8129,0.4278,Нишевые любимчики,Дебют
40532,Appare-Ranman!,2020,Original,Comedy,13,139549,87506,Q3,0.627,0.4273,0.0037,0.8476,0.4087,Остальные,Дебют
40677,Argonavis from BanG Dream!,2020,Mixed media,Drama,13,13142,7549,Q1 малые,0.5743,0.3565,0.0061,0.7919,0.4024,Нишевые любимчики,Дебют
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,2022,Light novel,Action,12,444187,334024,Q4 крупные,0.7519,0.6075,0.0097,0.9196,0.825,Флагманы,Продолжение
52995,Arifureta Shokugyou de Sekai Saikyou Season 3,2024,Light novel,Action,16,185330,110444,Q3,0.5957,0.3964,0.0058,0.8827,0.449,Нишевые любимчики,Продолжение
53881,Arknights: Perish in Frost,2023,Game,Action,8,54856,29779,Q2,0.5424,0.3963,0.0058,0.8423,0.4057,Нишевые любимчики,Дебют
50205,Arknights: Prelude to Dawn,2022,Game,Action,8,121403,77282,Q3,0.6365,0.3834,0.0091,0.7918,0.5453,Нишевые любимчики,Дебют
58749,Arknights: Rise from Ember,2025,Game,Action,10,28327,11291,Q1 малые,0.3976,0.2149,0.0054,0.7706,0.2428,Остальные,Дебют
59561,Around 40 Otoko no Isekai Tsuuhan,2025,Manga,Fantasy,13,85668,70313,Q3,0.8208,0.5825,0.0023,0.8907,0.6107,Надёжный просмотр,Дебют
40137,ARP Backstage Pass,2020,Other,Не указан,10,7721,4355,Q1 малые,0.5641,0.2746,0.0018,0.6809,0.1287,Остальные,Дебют
53179,Ars no Kyojuu,2023,Original,Action,12,47856,31036,Q2,0.6484,0.3206,0.0019,0.7461,0.248,Остальные,Дебют
40128,Arte,2020,Manga,Drama,12,141499,98715,Q3,0.6976,0.5165,0.0028,0.8666,0.4962,Остальные,Дебют
52381,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,2022,Original,Slice of Life,12,23201,13424,Q1 малые,0.5784,0.36,0.0031,0.8314,0.2613,Остальные,Дебют
59169,Aru Majo ga Shinu Made,2025,Light novel,Adventure,12,50248,33222,Q2,0.6605,0.3771,0.0027,0.7448,0.3442,Остальные,Дебют
41558,Asatir: Mirai no Mukashi Banashi,2020,Original,Adventure,13,5126,2856,Q1 малые,0.5571,0.2114,0.0014,0.6155,0.092,Остальные,Дебют
40550,Assault Lily: Bouquet,2020,Mixed media,Action,12,93382,57538,Q2,0.6161,0.3851,0.0034,0.7877,0.3403,Остальные,Дебют
57391,Astro Note,2024,Original,Comedy,12,33408,21385,Q2,0.6401,0.3596,0.0019,0.7524,0.2731,Остальные,Дебют
55310,Atarashii Joushi wa Do Tennen,2023,Web manga,Slice of Life,12,68606,46146,Q2,0.6723,0.4766,0.0094,0.8354,0.6733,Нишевые любимчики,Дебют
49780,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,2022,Web manga,Comedy,24,9681,7211,Q1 малые,0.7448,0.3903,0.0032,0.8231,0.4708,Остальные,Дебют
53128,Atri: My Dear Moments,2024,Visual novel,Drama,13,79200,43002,Q2,0.5426,0.3114,0.0053,0.7591,0.3227,Остальные,Дебют
53428,Ayaka,2023,Original,Fantasy,12,52673,35038,Q2,0.6649,0.3562,0.0029,0.7131,0.347,Остальные,Дебют
50606,Ayakashi Triangle,2023,Manga,Action,12,83939,50975,Q2,0.6072,0.2707,0.0037,0.7137,0.2719,Остальные,Дебют
40930,Azur Lane: Bisoku Zenshin!,2021,4-koma manga,Comedy,12,55328,34616,Q2,0.6256,0.4837,0.0047,0.8848,0.5047,Остальные,Продолжение
58216,Übel Blatt,2025,Manga,Action,12,63680,40830,Q2,0.6411,0.3366,0.0025,0.748,0.2767,Остальные,Дебют
44081,B-Project: Netsuretsu*Love Call,2023,Mixed media,Не указан,12,6364,2285,Q1 малые,0.3591,0.204,0.0046,0.7093,0.1971,Остальные,Дебют
58265,Babanbabanban Vampire,2025,Manga,Boys Love,12,18965,11203,Q1 малые,0.5907,0.3223,0.0041,0.7163,0.2985,Остальные,Дебют
40964,Back Arrow,2021,Original,Action,24,44676,29851,Q2,0.6681,0.3166,0.0023,0.743,0.2885,Остальные,Дебют
59161,Bad Girl,2025,4-koma manga,Comedy,12,28114,14918,Q1 малые,0.5302,0.224,0.0029,0.7105,0.142,Остальные,Дебют
41405,Bakugan: Armored Alliance,2020,Original,Action,52,5077,3547,Q1 малые,0.6986,0.4042,0.002,0.7996,0.3739,Остальные,Дебют
43756,Bakuten!!,2021,Original,Sports,12,112995,72924,Q3,0.6453,0.4447,0.0082,0.8723,0.6007,Нишевые любимчики,Дебют
60293,Ballpark de Tsukamaete!,2025,Manga,Slice of Life,12,40438,28125,Q2,0.6948,0.4214,0.0024,0.8001,0.4002,Остальные,Дебют
37870,BanG Dream! 3rd Season,2020,Mixed media,Не указан,13,42445,29124,Q2,0.6861,0.5752,0.0139,0.9325,0.7738,Флагманы,Продолжение
56653,BanG Dream! Ave Mujica,2025,Mixed media,Drama,13,30475,18281,Q1 малые,0.5991,0.404,0.0224,0.847,0.5595,Нишевые любимчики,Дебют
54959,BanG Dream! It's MyGO!!!!!,2023,Mixed media,Drama,13,37664,25610,Q2,0.6791,0.5424,0.0274,0.8863,0.7645,Нишевые любимчики,Дебют
42892,Baraou no Souretsu,2022,Manga,Action,24,64751,33464,Q2,0.5168,0.1715,0.0062,0.6344,0.284,Нишевые любимчики,Дебют
53407,Bartender: Kami no Glass,2024,Manga,Drama,12,130060,88439,Q3,0.6797,0.428,0.004,0.8475,0.4899,Остальные,Дебют
42321,Battle Athletess Daiundoukai ReSTART!,2021,Original,Adventure,12,9242,5846,Q1 малые,0.6325,0.3037,0.0014,0.6727,0.2035,Остальные,Дебют
40935,Beastars 2nd Season,2021,Manga,Drama,12,482044,366581,Q4 крупные,0.7604,0.6541,0.0048,0.9364,0.743,Надёжный просмотр,Продолжение
50854,"Benriya Saitou-san, Isekai ni Iku",2023,Web manga,Adventure,12,211795,166772,Q4 крупные,0.7872,0.589,0.0037,0.8727,0.6773,Надёжный просмотр,Дебют
52976,Berserk: Ougon Jidai-hen - Memorial Edition,2022,Manga,Action,13,51065,37235,Q2,0.7288,0.5484,0.0077,0.8654,0.7539,Флагманы,Продолжение
41266,Bessatsu Olympia Kyklos,2020,Manga,Comedy,24,19433,12538,Q1 малые,0.6451,0.3403,0.0041,0.8306,0.3824,Остальные,Дебют
54914,Bikkurimen,2023,Other,Comedy,12,3450,1425,Q1 малые,0.413,0.1699,0.0014,0.5817,0.0342,Остальные,Дебют
61239,Binan Koukou Chikyuu Bouei-bu Haikara!,2025,Original,Comedy,12,4146,1133,Q1 малые,0.2731,0.033,0.0029,0.4485,0.0745,Остальные,Дебют
50248,Birdie Wing: Golf Girls' Story,2022,Original,Sports,13,71701,44555,Q2,0.6213,0.4367,0.0061,0.828,0.5171,Нишевые любимчики,Дебют
52229,Birdie Wing: Golf Girls' Story Season 2,2023,Original,Sports,12,37874,24800,Q2,0.6548,0.5378,0.0046,0.9151,0.5792,Остальные,Продолжение
40752,Bishounen Tanteidan,2021,Novel,Mystery,12,108103,63836,Q3,0.5905,0.3185,0.0056,0.7866,0.3691,Остальные,Дебют
49831,Black★★Rock Shooter: Dawn Fall,2022,Other,Action,12,45785,20576,Q2,0.4493,0.2421,0.0077,0.7103,0.3185,Нишевые любимчики,Дебют
38749,Blade Runner: Black Lotus,2021,Other,Sci-Fi,13,27797,11177,Q1 малые,0.402,0.2132,0.0035,0.7421,0.145,Остальные,Дебют
41467,Bleach: Sennen Kessen-hen,2022,Manga,Action,13,660380,508920,Q4 крупные,0.7708,0.6139,0.0342,0.9307,0.8847,Флагманы,Продолжение
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,2023,Manga,Action,13,377768,311915,Q4 крупные,0.8255,0.7139,0.013,0.9532,0.9328,Флагманы,Продолжение
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,2024,Manga,Action,14,257824,199214,Q4 крупные,0.7727,0.6015,0.0134,0.9198,0.8604,Флагманы,Продолжение
54309,Blue Archive the Animation,2024,Game,Action,12,71075,44973,Q2,0.6325,0.3437,0.0157,0.7368,0.538,Нишевые любимчики,Дебют
49596,Blue Lock,2022,Manga,Sports,24,842158,718789,Q4 крупные,0.8535,0.6146,0.0168,0.925,0.9255,Флагманы,Дебют
54865,Blue Lock vs. U-20 Japan,2024,Manga,Sports,14,301888,223643,Q4 крупные,0.7406,0.6059,0.0074,0.9124,0.7896,Флагманы,Продолжение
46352,Blue Period,2021,Manga,Drama,12,512815,376296,Q4 крупные,0.7337,0.5323,0.0129,0.8726,0.7866,Флагманы,Дебют
47639,Blue Reflection Ray,2021,Game,Fantasy,24,32371,16514,Q1 малые,0.5101,0.1877,0.0034,0.6409,0.1499,Остальные,Дебют
40060,BNA,2020,Original,Action,12,394442,312285,Q4 крупные,0.7916,0.6654,0.0071,0.9207,0.8486,Флагманы,Дебют
47917,Bocchi the Rock!,2022,4-koma manga,Comedy,12,730214,593626,Q4 крупные,0.8128,0.6916,0.0472,0.9381,0.9434,Флагманы,Дебют
41587,Boku no Hero Academia 5th Season,2021,Manga,Action,25,1300533,1101128,Q4 крупные,0.8466,0.6315,0.0079,0.9451,0.8828,Флагманы,Продолжение
49918,Boku no Hero Academia 6th Season,2022,Manga,Action,25,763609,627048,Q4 крупные,0.8211,0.6437,0.0096,0.947,0.8892,Флагманы,Продолжение
54789,Boku no Hero Academia 7th Season,2024,Manga,Action,21,409952,296788,Q4 крупные,0.7238,0.5155,0.0071,0.9199,0.7163,Флагманы,Продолжение
52578,Boku no Kokoro no Yabai Yatsu,2023,Manga,Comedy,12,406539,305469,Q4 крупные,0.7513,0.6276,0.0147,0.9016,0.8583,Флагманы,Дебют
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,2024,Manga,Comedy,13,280519,223675,Q4 крупные,0.7969,0.6746,0.0208,0.9404,0.9195,Флагманы,Продолжение
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,2020,Manga,Comedy,12,64017,40487,Q2,0.6323,0.393,0.0042,0.7634,0.4127,Остальные,Дебют
58272,Boku no Tsuma wa Kanjou ga Nai,2024,Manga,Comedy,12,62784,43148,Q2,0.6869,0.4022,0.0037,0.7741,0.4635,Остальные,Дебют
51940,Boku to Roboko,2022,Manga,Comedy,28,9270,5813,Q1 малые,0.627,0.3268,0.0036,0.8148,0.3158,Остальные,Дебют
55894,Bokura no Ame-iro Protocol,2023,Original,Action,12,43594,24770,Q2,0.5682,0.3332,0.0028,0.7416,0.2092,Остальные,Дебют
40904,Bokutachi no Remake,2021,Light novel,Drama,12,372180,270847,Q4 крупные,0.7276,0.5483,0.0066,0.8929,0.7324,Флагманы,Дебют
58437,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",2025,Light novel,Adventure,12,76656,64114,Q3,0.8356,0.596,0.0019,0.8915,0.6076,Надёжный просмотр,Дебют
53494,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,2023,Light novel,Action,13,99974,79039,Q3,0.7904,0.545,0.0021,0.8599,0.5619,Надёжный просмотр,Дебют
56165,Boukyaku Battery (TV),2024,Manga,Comedy,12,46601,30860,Q2,0.6621,0.4641,0.0058,0.8239,0.5876,Нишевые любимчики,Дебют
53439,Boushoku no Berserk,2023,Light novel,Action,12,238324,201865,Q4 крупные,0.8465,0.6806,0.0042,0.9148,0.7772,Надёжный просмотр,Дебют
40850,Breakers,2020,Original,Sports,16,11320,7219,Q1 малые,0.6377,0.3201,0.0009,0.7609,0.2159,Остальные,Дебют
51371,Bucchigire!,2022,Original,Action,12,39182,24827,Q2,0.6336,0.3083,0.0038,0.7404,0.3233,Остальные,Дебют
55358,Bucchigiri?!,2024,Original,Comedy,12,106566,76737,Q3,0.7198,0.4519,0.0038,0.8481,0.5404,Остальные,Дебют
53411,Buddy Daddies,2023,Original,Action,12,333876,244553,Q4 крупные,0.7323,0.5454,0.0104,0.883,0.785,Флагманы,Дебют
48776,Build Divide: Code Black,2021,Mixed media,Fantasy,12,61144,36786,Q2,0.6016,0.3126,0.0052,0.7138,0.3675,Остальные,Дебют
48777,Build Divide: Code White,2022,Mixed media,Fantasy,12,22611,12566,Q1 малые,0.5557,0.3535,0.0035,0.8325,0.2649,Остальные,Дебют
53633,Bullbuster,2023,Mixed media,Action,12,14058,8318,Q1 малые,0.5916,0.3056,0.0017,0.6923,0.1629,Остальные,Дебют
50330,Bungou Stray Dogs 4th Season,2023,Manga,Action,13,342368,221124,Q4 крупные,0.6457,0.5348,0.0099,0.9287,0.6827,Нишевые любимчики,Продолжение
54898,Bungou Stray Dogs 5th Season,2023,Manga,Action,11,240031,168510,Q4 крупные,0.7018,0.6099,0.0118,0.9444,0.7953,Флагманы,Продолжение
42250,Bungou Stray Dogs Wan!,2021,Web manga,Comedy,12,130979,92900,Q3,0.7091,0.5603,0.009,0.9169,0.7575,Флагманы,Продолжение
40934,Bungou to Alchemist: Shinpan no Haguruma,2020,Game,Adventure,13,57601,33338,Q2,0.5787,0.266,0.0042,0.6634,0.2688,Остальные,Дебют
60316,Busamen Gachi Fighter,2025,Manga,Action,12,38427,29071,Q2,0.7523,0.333,0.0015,0.8214,0.3491,Остальные,Дебют
53512,Busu ni Hanataba wo.,2025,Manga,Comedy,13,29556,14126,Q1 малые,0.4758,0.1865,0.0044,0.7543,0.2016,Остальные,Дебют
50583,Buta no Liver wa Kanetsu Shiro,2023,Light novel,Adventure,12,48403,31978,Q2,0.6605,0.3742,0.0021,0.7665,0.3164,Остальные,Дебют
53626,"Bye Bye, Earth",2024,Light novel,Action,10,67757,45800,Q2,0.6759,0.3278,0.0021,0.7456,0.2967,Остальные,Дебют
59819,"Bye Bye, Earth 2nd Season",2025,Light novel,Action,10,21253,10800,Q1 малые,0.508,0.3082,0.0029,0.7767,0.1611,Остальные,Продолжение
51306,C Danchi,2022,Original,Horror,4,34732,19528,Q2,0.5622,0.4086,0.0049,0.8206,0.3936,Остальные,Дебют
54803,Captain Tsubasa Season 2: Junior Youth-hen,2023,Manga,Sports,39,16423,11512,Q1 малые,0.7008,0.4209,0.0071,0.8752,0.6216,Нишевые любимчики,Дебют
41283,Cardfight!! Vanguard Gaiden: If,2020,Original,Action,25,5226,3480,Q1 малые,0.6659,0.4091,0.0025,0.7809,0.3697,Остальные,Продолжение
54142,Cardfight!! Vanguard: Divinez,2024,Original,Action,13,4487,2860,Q1 малые,0.6373,0.3988,0.0045,0.8041,0.4402,Остальные,Продолжение
54144,Cardfight!! Vanguard: Divinez Deluxe-hen,2025,Original,Action,13,2541,1539,Q1 малые,0.6052,0.3437,0.0024,0.7549,0.2316,Остальные,Продолжение
54143,Cardfight!! Vanguard: Divinez Season 2,2024,Original,Action,13,3048,1999,Q1 малые,0.6556,0.4329,0.0039,0.7795,0.465,Остальные,Продолжение
42516,Cardfight!! Vanguard: overDress,2021,Original,Comedy,12,17569,11837,Q1 малые,0.6736,0.3431,0.0039,0.7369,0.4096,Остальные,Дебют
48862,Cardfight!! Vanguard: overDress Season 2,2021,Original,Action,13,8715,5550,Q1 малые,0.6368,0.418,0.0052,0.8134,0.488,Остальные,Продолжение
49819,Cardfight!! Vanguard: will+Dress,2022,Original,Action,13,7684,4858,Q1 малые,0.6321,0.3585,0.0053,0.7931,0.4423,Остальные,Дебют
49820,Cardfight!! Vanguard: will+Dress Season 2,2023,Original,Action,12,5746,3109,Q1 малые,0.5409,0.3638,0.0035,0.8058,0.2625,Остальные,Продолжение
52079,Cardfight!! Vanguard: will+Dress Season 3,2023,Original,Action,13,4056,2487,Q1 малые,0.613,0.421,0.0042,0.8151,0.4133,Остальные,Продолжение
43763,Cestvs: The Roman Fighter,2021,Manga,Drama,11,21887,14762,Q1 малые,0.6744,0.4091,0.0039,0.7433,0.4656,Остальные,Дебют
44511,Chainsaw Man,2022,Manga,Action,12,1813584,1515223,Q4 крупные,0.8351,0.6792,0.0286,0.947,0.9485,Флагманы,Дебют
40960,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,2021,Light novel,Comedy,12,161441,116533,Q3,0.7218,0.4767,0.0039,0.7864,0.5643,Остальные,Дебют
52215,Chi. Chikyuu no Undou ni Tsuite,2024,Manga,Drama,25,239421,154359,Q3,0.6441,0.3801,0.0228,0.8487,0.5955,Нишевые любимчики,Дебют
50985,Chimimo,2022,Original,Comedy,12,4365,2720,Q1 малые,0.6231,0.2994,0.0057,0.6968,0.4005,Нишевые любимчики,Дебют
49613,Chiyu Mahou no Machigatta Tsukaikata,2024,Light novel,Action,13,295418,257783,Q4 крупные,0.8722,0.7107,0.0046,0.9399,0.8183,Надёжный просмотр,Дебют
59745,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,2025,Web manga,Comedy,12,37272,24383,Q2,0.6542,0.345,0.0032,0.7342,0.3427,Остальные,Дебют
61410,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita Mini Anime Gekijou,2025,Web manga,Comedy,12,3848,2916,Q1 малые,0.7578,0.3742,0.0026,0.7386,0.4293,Остальные,Дебют
54197,Chou Futsuu Ken Chiba Densetsu,2024,Original,Comedy,13,5641,1834,Q1 малые,0.3251,0.0734,0.0018,0.4264,0.0266,Остальные,Дебют
40473,Chou Futsuu Toshi Kashiwa Densetsu R,2020,Other,Comedy,10,5828,2605,Q1 малые,0.447,0.1894,0.0007,0.6298,0.0327,Остальные,Дебют
60009,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.,2025,Manga,Mystery,12,15171,7653,Q1 малые,0.5043,0.2476,0.0019,0.721,0.089,Остальные,Дебют
59898,City The Animation,2025,Manga,Comedy,13,63427,35640,Q2,0.5579,0.0783,0.005,0.6908,0.2543,Остальные,Дебют
59135,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,2025,Light novel,Comedy,12,145137,109927,Q3,0.7576,0.5288,0.0055,0.8611,0.7066,Надёжный просмотр,Дебют
59199,Classic★Stars,2025,Original,Не указан,13,6053,3312,Q1 малые,0.5472,0.2024,0.0046,0.6042,0.247,Остальные,Дебют
59205,Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha,2025,Web manga,Action,12,126357,92647,Q3,0.7289,0.4167,0.0041,0.8614,0.5313,Остальные,Дебют
51680,Cool Doji Danshi,2022,Web manga,Slice of Life,24,108955,62715,Q3,0.5755,0.3383,0.0103,0.8499,0.4496,Нишевые любимчики,Дебют
43735,Cue!,2022,Game,Не указан,24,27828,16457,Q1 малые,0.5914,0.265,0.0055,0.7467,0.3391,Остальные,Дебют
51586,D4DJ All Mix,2023,Mixed media,Не указан,12,16217,10240,Q1 малые,0.6314,0.4467,0.0083,0.8468,0.5849,Нишевые любимчики,Дебют
39681,D4DJ First Mix,2020,Mixed media,Не указан,13,46338,29018,Q2,0.6262,0.4532,0.0113,0.8374,0.6061,Нишевые любимчики,Дебют
45782,D4DJ Petit Mix,2021,Mixed media,Comedy,26,7795,5497,Q1 малые,0.7051,0.4996,0.0036,0.8878,0.5462,Остальные,Дебют
48702,Dance Dance Danseur,2022,Manga,Drama,11,103616,69894,Q3,0.6745,0.5347,0.0062,0.8803,0.6624,Нишевые любимчики,Дебют
57334,Dandadan,2024,Manga,Action,12,839287,740627,Q4 крупные,0.881,0.69,0.0164,0.9258,0.9652,Флагманы,Дебют
60543,Dandadan 2nd Season,2025,Manga,Action,12,405651,289414,Q4 крупные,0.7128,0.356,0.0069,0.8819,0.578,Нишевые любимчики,Продолжение
52709,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",2025,Light novel,Comedy,12,131954,89427,Q3,0.6777,0.4226,0.0052,0.8286,0.5471,Остальные,Дебют
52505,Dark Gathering,2023,Manga,Horror,25,174978,105806,Q3,0.6045,0.3301,0.0074,0.7993,0.4423,Нишевые любимчики,Дебют
38656,Darwin's Game,2020,Manga,Action,11,600932,483048,Q4 крупные,0.8039,0.6764,0.0045,0.9166,0.7681,Надёжный просмотр,Дебют
41461,Date A Live IV,2022,Light novel,Action,12,280684,167915,Q4 крупные,0.5981,0.4732,0.0122,0.9125,0.5976,Нишевые любимчики,Продолжение
